Reservoir Data: Bhandardara
Period: 2005-2019 
No of Records: 4500 
Date,LEVEL (m),STORAGE (BCM)
25-JUL-07,739.97,.21
26-JUL-07,739.88,.21
27-JUL-07,739.82,.21
28-JUL-07,739.85,.21
29-JUL-07,739.94,.21
30-JUL-07,739.99,.21
31-JUL-07,739.97,.21
01-AUG-07,740.08,.21
02-AUG-07,740.08,.21
03-AUG-07,740.29,.22
04-AUG-07,740.55,.22
05-AUG-07,741.32,.23
06-AUG-07,742.2,.25
07-AUG-07,742.87,.26
08-AUG-07,743.64,.27
09-AUG-07,744.41,.29
10-AUG-07,744.78,.3
11-AUG-07,744.81,.3
12-AUG-07,744.85,.3
13-AUG-07,744.75,.3
14-AUG-07,744.79,.3
15-AUG-07,744.84,.3
16-AUG-07,744.85,.3
17-AUG-07,744.85,.3
18-AUG-07,744.87,.3
19-AUG-07,744.91,.3
20-AUG-07,744.91,.3
21-AUG-07,744.91,.3
22-AUG-07,744.91,.3
23-AUG-07,744.91,.3
24-AUG-07,744.91,.3
25-AUG-07,744.91,.3
26-AUG-07,744.9,.3
27-AUG-07,744.85,.3
28-AUG-07,744.85,.3
29-AUG-07,744.87,.3
30-AUG-07,744.9,.3
31-AUG-07,744.91,.3
01-SEP-07,744.91,.3
02-SEP-07,744.91,.3
03-SEP-07,744.91,.3
04-SEP-07,744.91,.3
05-SEP-07,744.91,.3
06-SEP-07,744.91,.3
07-SEP-07,744.91,.3
08-SEP-07,744.91,.3
09-SEP-07,744.91,.3
10-SEP-07,744.91,.3
11-SEP-07,744.91,.3
12-SEP-07,744.91,.3
13-SEP-07,744.91,.3
14-SEP-07,744.91,.3
15-SEP-07,744.91,.3
16-SEP-07,744.91,.3
17-SEP-07,744.91,.3
18-SEP-07,744.91,.3
19-SEP-07,744.91,.3
20-SEP-07,744.91,.3
21-SEP-07,744.91,.3
22-SEP-07,744.91,.3
23-SEP-07,744.91,.3
24-SEP-07,744.91,.3
25-SEP-07,744.91,.3
26-SEP-07,744.91,.3
27-SEP-07,744.91,.3
28-SEP-07,744.91,.3
29-SEP-07,744.91,.3
30-SEP-07,744.91,.3
01-OCT-07,744.91,.3
02-OCT-07,744.91,.3
03-OCT-07,744.91,.3
04-OCT-07,744.91,.3
05-OCT-07,744.91,.3
06-OCT-07,744.91,.3
07-OCT-07,744.91,.3
08-OCT-07,744.91,.3
09-OCT-07,744.91,.3
10-OCT-07,744.91,.3
11-OCT-07,744.91,.3
12-OCT-07,744.91,.3
13-OCT-07,744.91,.3
14-OCT-07,744.91,.3
15-OCT-07,744.91,.3
16-OCT-07,744.91,.3
17-OCT-07,744.91,.3
18-OCT-07,744.91,.3
19-OCT-07,744.91,.3
20-OCT-07,744.91,.3
21-OCT-07,744.91,.3
22-OCT-07,744.91,.3
23-OCT-07,744.91,.3
24-OCT-07,744.91,.3
25-OCT-07,744.88,.3
26-OCT-07,744.88,.3
27-OCT-07,744.88,.3
28-OCT-07,744.87,.3
29-OCT-07,744.87,.3
30-OCT-07,744.87,.3
31-OCT-07,744.75,.3
01-NOV-07,744.62,.29
02-NOV-07,744.56,.29
03-NOV-07,744.56,.29
04-NOV-07,744.56,.29
05-NOV-07,744.55,.29
06-NOV-07,744.55,.29
07-NOV-07,744.55,.29
08-NOV-07,744.55,.29
09-NOV-07,744.53,.29
10-NOV-07,744.53,.29
11-NOV-07,744.53,.29
12-NOV-07,744.53,.29
13-NOV-07,744.52,.29
14-NOV-07,744.52,.29
15-NOV-07,744.52,.29
16-NOV-07,744.5,.29
17-NOV-07,744.5,.29
18-NOV-07,744.23,.29
19-NOV-07,744.23,.28
20-NOV-07,744.03,.28
21-NOV-07,743.87,.27
22-NOV-07,743.62,.27
23-NOV-07,743.39,.27
24-NOV-07,743.21,.26
25-NOV-07,743.01,.26
26-NOV-07,742.78,.26
27-NOV-07,742.59,.25
28-NOV-07,742.38,.25
29-NOV-07,742.18,.25
30-NOV-07,742,.24
01-DEC-07,741.81,.24
02-DEC-07,741.6,.24
03-DEC-07,741.42,.23
04-DEC-07,741.36,.23
05-DEC-07,741.36,.23
06-DEC-07,741.36,.23
07-DEC-07,741.35,.23
08-DEC-07,741.35,.23
09-DEC-07,741.35,.23
10-DEC-07,741.34,.23
11-DEC-07,741.34,.23
12-DEC-07,741.34,.23
13-DEC-07,741.34,.23
14-DEC-07,741.32,.23
15-DEC-07,741.32,.23
16-DEC-07,741.32,.23
17-DEC-07,741.3,.23
18-DEC-07,741.3,.23
19-DEC-07,741.3,.23
20-DEC-07,741.29,.23
21-DEC-07,741.29,.23
22-DEC-07,741.29,.23
23-DEC-07,741.27,.23
24-DEC-07,741.27,.23
25-DEC-07,741.27,.23
26-DEC-07,741.26,.23
27-DEC-07,741.26,.23
28-DEC-07,741.26,.23
29-DEC-07,741.24,.23
30-DEC-07,741.24,.23
31-DEC-07,741.24,.23
01-JAN-08,741.22,.23
02-JAN-08,741.22,.23
03-JAN-08,741.22,.23
04-JAN-08,741.21,.23
05-JAN-08,741.21,.23
06-JAN-08,741.21,.23
07-JAN-08,741.09,.23
08-JAN-08,740.89,.23
09-JAN-08,740.66,.22
10-JAN-08,740.42,.22
11-JAN-08,740.16,.21
12-JAN-08,739.93,.21
13-JAN-08,739.67,.21
14-JAN-08,739.39,.2
15-JAN-08,739.1,.2
16-JAN-08,738.84,.2
17-JAN-08,738.54,.19
18-JAN-08,738.24,.19
19-JAN-08,738.01,.19
20-JAN-08,737.75,.18
21-JAN-08,737.49,.18
22-JAN-08,737.21,.18
23-JAN-08,737.02,.18
24-JAN-08,737.02,.18
25-JAN-08,737.02,.18
26-JAN-08,737.02,.18
27-JAN-08,737,.17
28-JAN-08,737,.17
29-JAN-08,737,.17
30-JAN-08,737.99,.17
31-JAN-08,737.99,.17
01-FEB-08,737.99,.17
02-FEB-08,736.97,.17
03-FEB-08,736.97,.17
04-FEB-08,736.97,.17
05-FEB-08,736.96,.17
06-FEB-08,736.96,.17
07-FEB-08,736.96,.17
08-FEB-08,736.94,.17
09-FEB-08,736.94,.17
10-FEB-08,736.94,.17
11-FEB-08,736.93,.17
12-FEB-08,736.93,.17
13-FEB-08,736.93,.17
14-FEB-08,736.91,.17
15-FEB-08,736.91,.17
16-FEB-08,736.91,.17
17-FEB-08,736.89,.17
18-FEB-08,736.89,.17
19-FEB-08,736.89,.17
20-FEB-08,736.88,.17
21-FEB-08,736.88,.17
22-FEB-08,736.88,.17
23-FEB-08,736.86,.17
24-FEB-08,736.86,.17
25-FEB-08,736.86,.17
26-FEB-08,736.86,.17
27-FEB-08,736.85,.17
28-FEB-08,736.59,.17
29-FEB-08,736.28,.17
01-MAR-08,736,.16
02-MAR-08,735.69,.16
03-MAR-08,735.32,.16
04-MAR-08,735.32,.16
05-MAR-08,735.32,.16
06-MAR-08,734.3,.15
07-MAR-08,733.97,.14
08-MAR-08,733.62,.14
09-MAR-08,733.27,.14
10-MAR-08,732.98,.13
11-MAR-08,732.64,.13
12-MAR-08,732.37,.13
13-MAR-08,732.05,.13
14-MAR-08,731.88,.13
15-MAR-08,731.88,.13
16-MAR-08,731.88,.13
17-MAR-08,731.87,.13
18-MAR-08,731.87,.13
19-MAR-08,731.87,.13
20-MAR-08,731.85,.13
21-MAR-08,731.85,.13
22-MAR-08,731.85,.13
23-MAR-08,731.83,.13
24-MAR-08,731.83,.13
25-MAR-08,731.83,.13
26-MAR-08,731.82,.13
27-MAR-08,731.82,.13
28-MAR-08,731.82,.13
29-MAR-08,731.81,.13
30-MAR-08,731.81,.13
31-MAR-08,731.79,.12
01-APR-08,731.79,.12
02-APR-08,731.79,.12
03-APR-08,731.79,.12
04-APR-08,731.78,.12
05-APR-08,731.78,.12
06-APR-08,731.78,.12
07-APR-08,731.76,.12
08-APR-08,731.76,.12
09-APR-08,731.76,.12
10-APR-08,731.74,.12
11-APR-08,731.47,.12
12-APR-08,731.02,.12
13-APR-08,730.53,.12
14-APR-08,730.16,.11
15-APR-08,729.73,.11
16-APR-08,729.31,.1
17-APR-08,728.85,.1
18-APR-08,728.33,.1
19-APR-08,727.84,.09
20-APR-08,727.33,.09
21-APR-08,726.77,.09
22-APR-08,726.21,.08
23-APR-08,725.6,.08
24-APR-08,725.08,.08
25-APR-08,724.55,.07
26-APR-08,724.49,.07
27-APR-08,724.49,.07
28-APR-08,724.49,.07
29-APR-08,724.47,.07
30-APR-08,724.47,.07
01-MAY-08,724.47,.07
02-MAY-08,724.46,.07
03-MAY-08,724.46,.07
04-MAY-08,724.46,.07
05-MAY-08,724.44,.07
06-MAY-08,724.44,.07
07-MAY-08,724.44,.07
08-MAY-08,724.43,.07
09-MAY-08,724.43,.07
10-MAY-08,724.43,.07
11-MAY-08,724.41,.07
12-MAY-08,724.41,.07
13-MAY-08,724.41,.07
14-MAY-08,724.4,.07
15-MAY-08,724.09,.07
16-MAY-08,723.39,.07
17-MAY-08,722.66,.06
18-MAY-08,721.88,.06
19-MAY-08,721.09,.05
20-MAY-08,720.31,.05
21-MAY-08,719.52,.05
22-MAY-08,716.8,.04
23-MAY-08,717.67,.04
24-MAY-08,716.81,.04
25-MAY-08,716.08,.03
26-MAY-08,715.31,.03
27-MAY-08,713.73,.03
28-MAY-08,713.73,.03
29-MAY-08,712.78,.02
30-MAY-08,712.14,.02
31-MAY-08,711.38,.02
01-JUN-08,710.6,.02
02-JUN-08,710.36,.01
03-JUN-08,710.36,.01
04-JUN-08,710.34,.01
05-JUN-08,710.34,.01
06-JUN-08,710.34,.01
07-JUN-08,710.33,.01
08-JUN-08,710.33,.01
09-JUN-08,710.37,.01
10-JUN-08,710.4,.01
11-JUN-08,710.44,.02
12-JUN-08,711.32,.02
13-JUN-08,711.32,.02
14-JUN-08,711.69,.02
15-JUN-08,713.55,.02
16-JUN-08,714.21,.03
17-JUN-08,714.38,.03
18-JUN-08,714.38,.03
19-JUN-08,714.42,.03
20-JUN-08,714.42,.03
21-JUN-08,714.44,.03
22-JUN-08,714.54,.03
23-JUN-08,714.58,.03
24-JUN-08,714.62,.03
25-JUN-08,714.75,.03
26-JUN-08,714.71,.03
27-JUN-08,714.26,.03
28-JUN-08,713.93,.03
29-JUN-08,713.93,.03
30-JUN-08,714.36,.03
01-JUL-08,716.74,.04
02-JUL-08,720.92,.05
03-JUL-08,722.5,.06
04-JUL-08,724.12,.07
05-JUL-08,726.16,.08
06-JUL-08,727.27,.09
07-JUL-08,727.5,.09
08-JUL-08,727.75,.09
09-JUL-08,727.93,.09
10-JUL-08,728.39,.1
11-JUL-08,729.46,.11
12-JUL-08,731.1,.12
13-JUL-08,731.47,.12
14-JUL-08,731.89,.13
15-JUL-08,732.2,.13
16-JUL-08,732.35,.13
17-JUL-08,732.5,.13
18-JUL-08,732.66,.13
19-JUL-08,732.72,.13
20-JUL-08,732.75,.13
21-JUL-08,732.84,.13
22-JUL-08,732.93,.13
23-JUL-08,732.98,.13
24-JUL-08,732.98,.13
25-JUL-08,733.04,.13
26-JUL-08,733.32,.14
27-JUL-08,733.78,.14
28-JUL-08,733.91,.14
29-JUL-08,734.88,.15
30-JUL-08,736.2,.17
31-JUL-08,736.83,.17
01-AUG-08,737.11,.18
02-AUG-08,737.73,.18
03-AUG-08,739,.2
04-AUG-08,739.52,.21
05-AUG-08,739.82,.21
06-AUG-08,740.25,.22
07-AUG-08,740.66,.22
08-AUG-08,741.04,.23
09-AUG-08,741.68,.24
10-AUG-08,742.44,.25
11-AUG-08,744.04,.28
12-AUG-08,744.64,.29
13-AUG-08,744.59,.29
14-AUG-08,744.53,.29
15-AUG-08,744.7,.29
16-AUG-08,744.55,.29
17-AUG-08,744.61,.29
18-AUG-08,744.68,.29
19-AUG-08,744.71,.29
20-AUG-08,744.7,.29
21-AUG-08,744.64,.29
22-AUG-08,744.58,.29
23-AUG-08,744.53,.29
24-AUG-08,744.52,.29
25-AUG-08,744.53,.29
26-AUG-08,744.55,.29
27-AUG-08,744.58,.29
28-AUG-08,744.59,.29
29-AUG-08,744.59,.29
30-AUG-08,744.61,.29
31-AUG-08,744.61,.29
01-SEP-08,744.62,.29
02-SEP-08,744.62,.29
03-SEP-08,744.65,.29
04-SEP-08,744.64,.29
05-SEP-08,744.7,.29
06-SEP-08,744.78,.3
07-SEP-08,744.78,.3
08-SEP-08,744.82,.3
09-SEP-08,744.9,.3
10-SEP-08,744.91,.3
11-SEP-08,744.91,.3
12-SEP-08,744.91,.3
13-SEP-08,744.91,.3
14-SEP-08,744.91,.3
15-SEP-08,744.91,.3
16-SEP-08,744.91,.3
17-SEP-08,744.91,.3
18-SEP-08,744.91,.3
19-SEP-08,744.91,.3
20-SEP-08,744.91,.3
21-SEP-08,744.91,.3
22-SEP-08,744.91,.3
23-SEP-08,744.91,.3
24-SEP-08,744.91,.3
25-SEP-08,744.91,.3
26-SEP-08,744.91,.3
27-SEP-08,744.91,.3
28-SEP-08,744.91,.3
29-SEP-08,744.91,.3
30-SEP-08,744.91,.3
01-OCT-08,744.91,.3
02-OCT-08,744.91,.3
03-OCT-08,744.91,.3
04-OCT-08,744.91,.3
05-OCT-08,744.91,.3
06-OCT-08,744.91,.3
07-OCT-08,744.91,.3
08-OCT-08,744.91,.3
09-OCT-08,744.91,.3
10-OCT-08,744.91,.3
11-OCT-08,744.91,.3
12-OCT-08,744.91,.3
13-OCT-08,744.91,.3
14-OCT-08,744.91,.3
15-OCT-08,744.91,.3
16-OCT-08,744.91,.3
17-OCT-08,744.91,.3
18-OCT-08,744.91,.3
19-OCT-08,744.91,.3
20-OCT-08,744.91,.3
21-OCT-08,744.91,.3
22-OCT-08,744.91,.3
23-OCT-08,744.91,.3
24-OCT-08,744.91,.3
25-OCT-08,744.91,.3
26-OCT-08,744.91,.3
27-OCT-08,744.91,.3
28-OCT-08,744.91,.3
29-OCT-08,744.91,.3
30-OCT-08,744.91,.3
31-OCT-08,744.9,.3
01-NOV-08,744.9,.3
02-NOV-08,744.9,.3
03-NOV-08,744.9,.3
04-NOV-08,744.88,.3
05-NOV-08,744.88,.3
06-NOV-08,744.88,.3
07-NOV-08,744.88,.3
08-NOV-08,744.87,.3
09-NOV-08,744.87,.3
10-NOV-08,744.87,.3
11-NOV-08,744.87,.3
12-NOV-08,744.85,.3
13-NOV-08,744.85,.3
14-NOV-08,744.85,.3
15-NOV-08,744.85,.3
16-NOV-08,744.84,.3
17-NOV-08,744.76,.3
18-NOV-08,744.65,.29
19-NOV-08,744.65,.29
20-NOV-08,744.65,.29
21-NOV-08,744.65,.29
22-NOV-08,744.65,.29
23-NOV-08,744.65,.29
24-NOV-08,744.64,.29
25-NOV-08,744.64,.29
26-NOV-08,744.64,.29
27-NOV-08,744.56,.29
28-NOV-08,744.44,.29
29-NOV-08,744.34,.28
30-NOV-08,744.23,.28
01-DEC-08,744.12,.28
02-DEC-08,744,.28
03-DEC-08,743.88,.27
04-DEC-08,743.8,.27
05-DEC-08,743.78,.27
06-DEC-08,743.78,.27
07-DEC-08,743.78,.27
08-DEC-08,743.78,.27
09-DEC-08,743.77,.27
10-DEC-08,743.77,.27
11-DEC-08,743.77,.27
12-DEC-08,743.77,.27
13-DEC-08,743.76,.27
14-DEC-08,743.76,.27
15-DEC-08,743.76,.27
16-DEC-08,743.76,.27
17-DEC-08,743.74,.27
18-DEC-08,743.74,.27
19-DEC-08,743.74,.27
20-DEC-08,743.74,.27
21-DEC-08,743.74,.27
22-DEC-08,743.74,.27
23-DEC-08,743.71,.27
24-DEC-08,743.71,.27
25-DEC-08,743.71,.27
26-DEC-08,743.7,.27
27-DEC-08,743.68,.27
28-DEC-08,743.68,.27
29-DEC-08,743.68,.27
30-DEC-08,743.68,.27
31-DEC-08,743.68,.27
01-JAN-09,743.68,.27
02-JAN-09,743.66,.27
03-JAN-09,743.66,.27
04-JAN-09,743.65,.27
05-JAN-09,743.65,.27
06-JAN-09,743.65,.27
07-JAN-09,743.58,.27
08-JAN-09,743.45,.27
09-JAN-09,743.33,.27
10-JAN-09,743.21,.26
11-JAN-09,743.05,.26
12-JAN-09,742.89,.26
13-JAN-09,742.69,.25
14-JAN-09,742.48,.25
15-JAN-09,742.26,.25
16-JAN-09,742.03,.24
17-JAN-09,741.79,.24
18-JAN-09,741.54,.24
19-JAN-09,741.3,.23
20-JAN-09,741.09,.23
21-JAN-09,740.88,.23
22-JAN-09,740.66,.22
23-JAN-09,740.46,.22
24-JAN-09,740.46,.22
25-JAN-09,740.31,.22
26-JAN-09,740.31,.22
27-JAN-09,740.31,.22
28-JAN-09,740.3,.22
29-JAN-09,740.3,.22
30-JAN-09,740.3,.22
31-JAN-09,740.28,.22
01-FEB-09,740.21,.22
02-FEB-09,740.21,.22
03-FEB-09,740.21,.22
04-FEB-09,740.21,.22
05-FEB-09,740.27,.22
06-FEB-09,740.27,.22
07-FEB-09,740.27,.22
08-FEB-09,740.27,.22
09-FEB-09,740.25,.22
10-FEB-09,740.25,.22
11-FEB-09,740.25,.22
12-FEB-09,740.25,.22
13-FEB-09,740.23,.22
14-FEB-09,740.23,.22
15-FEB-09,740.23,.22
16-FEB-09,740.23,.22
17-FEB-09,740.22,.22
18-FEB-09,740.22,.22
19-FEB-09,740.22,.22
20-FEB-09,740.11,.21
21-FEB-09,740,.21
22-FEB-09,739.95,.21
23-FEB-09,739.7,.21
24-FEB-09,739.46,.2
25-FEB-09,739.19,.2
26-FEB-09,738.89,.2
27-FEB-09,738.6,.19
28-FEB-09,738.3,.19
01-MAR-09,738.01,.19
02-MAR-09,737.7,.18
03-MAR-09,737.38,.18
04-MAR-09,737.07,.18
05-MAR-09,736.8,.17
06-MAR-09,736.53,.17
07-MAR-09,736.24,.17
08-MAR-09,735.98,.16
09-MAR-09,735.72,.16
10-MAR-09,735.65,.16
11-MAR-09,735.65,.16
12-MAR-09,735.63,.16
13-MAR-09,735.63,.16
14-MAR-09,735.63,.16
15-MAR-09,735.63,.16
16-MAR-09,735.63,.16
17-MAR-09,735.63,.16
18-MAR-09,735.62,.16
19-MAR-09,735.62,.16
20-MAR-09,735.62,.16
21-MAR-09,735.6,.16
22-MAR-09,735.6,.16
23-MAR-09,735.6,.16
24-MAR-09,735.6,.16
25-MAR-09,735.6,.16
26-MAR-09,735.59,.16
27-MAR-09,735.59,.16
28-MAR-09,735.59,.16
29-MAR-09,735.57,.16
30-MAR-09,735.57,.16
31-MAR-09,735.57,.16
01-APR-09,735.57,.16
02-APR-09,735.56,.16
03-APR-09,735.04,.15
04-APR-09,735.04,.15
05-APR-09,734.73,.15
06-APR-09,734.4,.15
07-APR-09,734.05,.14
08-APR-09,734.68,.14
09-APR-09,733.3,.14
10-APR-09,732.9,.13
11-APR-09,732.51,.13
12-APR-09,732.08,.13
13-APR-09,731.71,.12
14-APR-09,731.3,.12
15-APR-09,730.89,.12
16-APR-09,730.43,.11
17-APR-09,730.1,.11
18-APR-09,729.47,.11
19-APR-09,729.47,.11
20-APR-09,729.47,.11
21-APR-09,729.47,.11
22-APR-09,729.47,.11
23-APR-09,729.46,.11
24-APR-09,729.46,.11
25-APR-09,729.46,.11
26-APR-09,729.46,.11
27-APR-09,729.46,.11
28-APR-09,729.45,.11
29-APR-09,729.45,.11
30-APR-09,729.44,.11
01-MAY-09,729.44,.11
02-MAY-09,729.43,.11
03-MAY-09,729.43,.11
04-MAY-09,729.41,.11
05-MAY-09,729.41,.11
06-MAY-09,729.05,.1
07-MAY-09,728.54,.1
08-MAY-09,728,.09
09-MAY-09,727.46,.09
10-MAY-09,726.9,.09
11-MAY-09,726.35,.08
12-MAY-09,725.71,.08
13-MAY-09,725.1,.08
14-MAY-09,724.47,.07
15-MAY-09,723.76,.07
16-MAY-09,723.04,.06
17-MAY-09,722.31,.06
18-MAY-09,721.56,.06
19-MAY-09,720.92,.05
20-MAY-09,720.25,.05
21-MAY-09,719.5,.05
22-MAY-09,719.5,.05
23-MAY-09,719.5,.05
24-MAY-09,719.49,.05
25-MAY-09,719.49,.05
26-MAY-09,719.49,.05
27-MAY-09,719.32,.05
28-MAY-09,719.32,.05
29-MAY-09,719.32,.05
30-MAY-09,719.32,.05
31-MAY-09,719.3,.05
01-JUN-09,719.3,.05
02-JUN-09,719.3,.05
03-JUN-09,719.29,.05
04-JUN-09,719.29,.05
05-JUN-09,719.29,.05
06-JUN-09,719.28,.05
07-JUN-09,719.28,.05
08-JUN-09,718.86,.05
09-JUN-09,718.05,.04
10-JUN-09,717.25,.04
11-JUN-09,716.05,.04
12-JUN-09,715.74,.03
13-JUN-09,714.92,.03
14-JUN-09,714.05,.03
15-JUN-09,713.11,.02
16-JUN-09,712.2,.02
17-JUN-09,711.26,.02
18-JUN-09,710.31,.01
19-JUN-09,709.38,.01
20-JUN-09,708.52,.01
21-JUN-09,707.78,.01
22-JUN-09,706.96,.01
23-JUN-09,705.83,.01
24-JUN-09,705.85,.01
25-JUN-09,705.91,.01
26-JUN-09,705.98,.01
27-JUN-09,705.98,.01
28-JUN-09,705.98,.01
29-JUN-09,706.01,.01
30-JUN-09,706.01,.01
01-JUL-09,706.03,.01
02-JUL-09,706.05,.01
03-JUL-09,706.1,.01
04-JUL-09,706.82,.01
05-JUL-09,707.05,.01
06-JUL-09,707.5,.01
07-JUL-09,707.66,.01
08-JUL-09,707.75,.01
09-JUL-09,707.84,.01
10-JUL-09,708.36,.01
11-JUL-09,708.63,.01
12-JUL-09,709.49,.01
13-JUL-09,709.49,.01
14-JUL-09,713.48,.02
15-JUL-09,716.26,.03
16-JUL-09,718.73,.04
17-JUL-09,721.07,.05
18-JUL-09,723.05,.06
19-JUL-09,724.05,.07
20-JUL-09,724.88,.07
21-JUL-09,727.32,.09
22-JUL-09,729.12,.1
23-JUL-09,733.21,.14
24-JUL-09,735.71,.16
25-JUL-09,736.89,.17
26-JUL-09,737.47,.18
27-JUL-09,738.33,.19
28-JUL-09,738.91,.2
29-JUL-09,739.15,.2
30-JUL-09,739.27,.2
31-JUL-09,739.27,.2
01-AUG-09,739.39,.2
02-AUG-09,739.52,.21
03-AUG-09,739.56,.21
04-AUG-09,739.64,.21
05-AUG-09,739.73,.21
06-AUG-09,739.94,.21
07-AUG-09,740.07,.21
08-AUG-09,740.31,.22
09-AUG-09,740.61,.22
10-AUG-09,740.8,.22
11-AUG-09,740.98,.23
12-AUG-09,741.08,.23
13-AUG-09,741.16,.23
14-AUG-09,741.29,.23
15-AUG-09,741.38,.23
16-AUG-09,741.38,.23
17-AUG-09,741.68,.24
18-AUG-09,741.73,.24
19-AUG-09,741.86,.24
20-AUG-09,741.92,.24
21-AUG-09,741.99,.24
22-AUG-09,742.02,.24
23-AUG-09,742.05,.24
24-AUG-09,742.09,.24
25-AUG-09,742.14,.24
26-AUG-09,742.19,.25
27-AUG-09,742.31,.25
28-AUG-09,742.35,.25
29-AUG-09,742.42,.25
30-AUG-09,742.63,.25
31-AUG-09,742.92,.26
01-SEP-09,743.08,.26
02-SEP-09,743.27,.27
03-SEP-09,743.39,.27
04-SEP-09,743.46,.27
05-SEP-09,743.66,.27
06-SEP-09,743.85,.27
07-SEP-09,744.06,.28
08-SEP-09,744.09,.28
09-SEP-09,744.17,.28
10-SEP-09,744.21,.28
11-SEP-09,744.27,.28
12-SEP-09,744.33,.28
13-SEP-09,744.41,.29
14-SEP-09,744.47,.29
15-SEP-09,744.5,.29
16-SEP-09,744.54,.29
17-SEP-09,744.54,.29
18-SEP-09,744.58,.29
19-SEP-09,744.58,.29
20-SEP-09,744.59,.29
21-SEP-09,744.61,.29
22-SEP-09,744.61,.29
23-SEP-09,744.61,.29
24-SEP-09,744.64,.29
25-SEP-09,744.65,.29
26-SEP-09,744.65,.29
27-SEP-09,744.65,.29
28-SEP-09,744.65,.29
29-SEP-09,744.65,.29
30-SEP-09,744.65,.29
01-OCT-09,744.67,.29
02-OCT-09,744.68,.29
03-OCT-09,744.68,.29
04-OCT-09,744.71,.29
05-OCT-09,744.7,.29
06-OCT-09,744.76,.3
07-OCT-09,744.84,.3
08-OCT-09,744.9,.3
09-OCT-09,744.91,.3
10-OCT-09,744.91,.3
11-OCT-09,744.88,.3
12-OCT-09,744.81,.3
13-OCT-09,744.71,.29
14-OCT-09,744.63,.29
15-OCT-09,744.59,.29
16-OCT-09,744.61,.29
17-OCT-09,744.61,.29
18-OCT-09,744.61,.29
19-OCT-09,744.61,.29
20-OCT-09,744.61,.29
21-OCT-09,744.61,.29
22-OCT-09,744.61,.29
23-OCT-09,744.61,.29
24-OCT-09,744.59,.29
25-OCT-09,744.59,.29
26-OCT-09,744.59,.29
27-OCT-09,744.58,.29
28-OCT-09,744.58,.29
29-OCT-09,744.58,.29
30-OCT-09,744.56,.29
31-OCT-09,744.56,.29
01-NOV-09,744.56,.29
02-NOV-09,744.56,.29
03-NOV-09,744.55,.29
04-NOV-09,744.55,.29
05-NOV-09,744.55,.29
06-NOV-09,744.55,.29
07-NOV-09,744.54,.29
08-NOV-09,744.46,.29
09-NOV-09,744.32,.28
10-NOV-09,744.21,.28
11-NOV-09,744.21,.28
12-NOV-09,744.55,.25
13-NOV-09,744.62,.29
14-NOV-09,744.66,.29
15-NOV-09,744.67,.29
16-NOV-09,744.78,.3
17-NOV-09,744.78,.3
18-NOV-09,744.79,.3
19-NOV-09,744.79,.3
20-NOV-09,744.81,.3
21-NOV-09,744.81,.3
22-NOV-09,744.81,.3
23-NOV-09,744.81,.3
24-NOV-09,744.84,.3
25-NOV-09,744.84,.3
26-NOV-09,744.84,.3
27-NOV-09,744.84,.3
28-NOV-09,744.84,.3
29-NOV-09,744.84,.3
30-NOV-09,744.84,.3
01-DEC-09,744.84,.3
02-DEC-09,744.84,.3
03-DEC-09,744.84,.3
04-DEC-09,744.84,.3
05-DEC-09,744.84,.3
06-DEC-09,744.84,.3
07-DEC-09,744.82,.3
08-DEC-09,744.82,.3
09-DEC-09,744.82,.3
10-DEC-09,744.82,.3
11-DEC-09,744.82,.3
12-DEC-09,744.82,.3
13-DEC-09,744.82,.3
14-DEC-09,744.82,.3
15-DEC-09,744.82,.3
16-DEC-09,744.81,.3
17-DEC-09,744.81,.3
18-DEC-09,744.81,.3
19-DEC-09,744.81,.3
20-DEC-09,744.79,.3
21-DEC-09,744.79,.3
22-DEC-09,744.79,.3
23-DEC-09,744.79,.3
24-DEC-09,744.78,.3
25-DEC-09,744.78,.3
26-DEC-09,744.73,.29
27-DEC-09,744.73,.29
28-DEC-09,744.52,.29
29-DEC-09,744.41,.29
30-DEC-09,744.31,.28
31-DEC-09,744.21,.28
01-JAN-10,744.12,.28
02-JAN-10,744.03,.28
03-JAN-10,743.94,.28
04-JAN-10,742.82,.27
05-JAN-10,743.7,.27
06-JAN-10,743.58,.27
07-JAN-10,743.58,.27
08-JAN-10,743.38,.27
09-JAN-10,743.38,.27
10-JAN-10,743.38,.27
11-JAN-10,743.27,.27
12-JAN-10,743.18,.26
13-JAN-10,743.18,.26
14-JAN-10,743.18,.26
15-JAN-10,743.18,.26
16-JAN-10,743.18,.26
17-JAN-10,743.16,.26
18-JAN-10,743.16,.26
19-JAN-10,743.16,.26
20-JAN-10,743.15,.26
21-JAN-10,743.15,.26
22-JAN-10,743.15,.26
23-JAN-10,743.15,.26
24-JAN-10,743.13,.26
25-JAN-10,743.13,.26
26-JAN-10,743.13,.26
27-JAN-10,743.13,.26
28-JAN-10,743.11,.26
29-JAN-10,743.11,.26
30-JAN-10,743.11,.26
31-JAN-10,743.11,.26
01-FEB-10,743.1,.26
02-FEB-10,743.1,.26
03-FEB-10,743.1,.26
04-FEB-10,743.1,.26
05-FEB-10,743.08,.26
06-FEB-10,743.08,.26
07-FEB-10,743.08,.26
08-FEB-10,743.02,.26
09-FEB-10,742.9,.26
10-FEB-10,742.77,.26
11-FEB-10,742.58,.25
12-FEB-10,742.37,.25
