Reservoir Data: Bhandardara
Period: 2005-2019 
No of Records: 4500 
Date,LEVEL (m),STORAGE (BCM)
08-JUL-16,720.46,.05
09-JUL-16,721.37,.06
10-JUL-16,725.92,.08
11-JUL-16,730.83,.12
12-JUL-16,732.32,.13
13-JUL-16,733.23,.14
15-JUL-16,734.39,.15
16-JUL-16,734.57,.15
17-JUL-16,734.66,.15
18-JUL-16,734.88,.15
19-JUL-16,735.31,.16
22-JUL-16,735.94,.17
23-JUL-16,736.16,.17
24-JUL-16,736.34,.17
25-JUL-16,736.53,.17
26-JUL-16,736.65,.17
27-JUL-16,736.74,.17
28-JUL-16,736.89,.18
29-JUL-16,736.9,.18
30-JUL-16,737.07,.18
31-JUL-16,737.37,.18
01-AUG-16,737.8,.19
02-AUG-16,740.25,.22
03-AUG-16,742.99,.26
05-AUG-16,744.12,.28
06-AUG-16,744.13,.28
07-AUG-16,744.13,.28
08-AUG-16,744.13,.28
09-AUG-16,744.13,.28
10-AUG-16,744.13,.28
12-AUG-16,744.13,.28
13-AUG-16,744.13,.28
14-AUG-16,744.13,.28
15-AUG-16,744.13,.28
16-AUG-16,744.13,.28
17-AUG-16,744.13,.28
19-AUG-16,744.13,.28
20-AUG-16,744.13,.28
21-AUG-16,744.13,.28
22-AUG-16,744.13,.28
23-AUG-16,744.13,.28
26-AUG-16,744.15,.28
27-AUG-16,744.15,.28
28-AUG-16,744.15,.28
29-AUG-16,744.15,.28
30-AUG-16,744.15,.28
31-AUG-16,744.15,.28
02-SEP-16,744.15,.28
03-SEP-16,744.15,.28
04-SEP-16,744.15,.28
05-SEP-16,744.15,.28
06-SEP-16,744.15,.28
07-SEP-16,744.15,.28
09-SEP-16,744.15,.28
10-SEP-16,744.15,.28
11-SEP-16,744.15,.28
12-SEP-16,744.15,.28
13-SEP-16,744.15,.28
14-SEP-16,744.15,.28
16-SEP-16,744.11,.28
17-SEP-16,744.04,.28
18-SEP-16,744.04,.28
19-SEP-16,744.18,.29
20-SEP-16,744.39,.29
21-SEP-16,744.7,.3
23-SEP-16,744.66,.3
24-SEP-16,744.72,.3
25-SEP-16,744.72,.3
26-SEP-16,744.72,.3
27-SEP-16,744.72,.3
28-SEP-16,744.73,.3
30-SEP-16,744.72,.3
01-OCT-16,744.72,.3
02-OCT-16,744.72,.3
03-OCT-16,744.72,.3
04-OCT-16,744.72,.3
05-OCT-16,744.72,.3
07-OCT-16,744.72,.3
08-OCT-16,744.72,.3
09-OCT-16,744.72,.3
10-OCT-16,744.72,.3
11-OCT-16,744.72,.3
12-OCT-16,745.72,.3
13-OCT-16,745.72,.3
14-OCT-16,744.72,.3
15-OCT-16,744.72,.3
16-OCT-16,744.72,.3
17-OCT-16,744.72,.3
18-OCT-16,744.72,.3
19-OCT-16,744.72,.3
21-OCT-16,744.72,.3
22-OCT-16,744.72,.3
23-OCT-16,744.72,.3
24-OCT-16,744.72,.3
25-OCT-16,744.72,.3
26-OCT-16,744.72,.3
28-OCT-16,744.72,.3
29-OCT-16,744.72,.3
30-OCT-16,744.72,.3
31-OCT-16,744.72,.3
01-NOV-16,744.72,.3
02-NOV-16,744.72,.3
03-NOV-16,744.72,.3
04-NOV-16,744.7,.3
05-NOV-16,744.7,.3
06-NOV-16,744.68,.3
07-NOV-16,744.68,.3
08-NOV-16,744.68,.3
09-NOV-16,744.66,.3
11-NOV-16,744.66,.3
12-NOV-16,744.65,.3
13-NOV-16,744.65,.3
14-NOV-16,744.65,.3
15-NOV-16,744.63,.3
16-NOV-16,744.63,.3
18-NOV-16,744.62,.3
19-NOV-16,744.62,.3
20-NOV-16,744.6,.3
21-NOV-16,744.6,.3
22-NOV-16,744.6,.3
23-NOV-16,744.6,.3
25-NOV-16,744.59,.3
26-NOV-16,744.59,.3
27-NOV-16,744.57,.3
28-NOV-16,744.57,.3
29-NOV-16,744.57,.3
30-NOV-16,744.55,.3
02-DEC-16,744.55,.3
03-DEC-16,744.54,.29
04-DEC-16,744.54,.29
05-DEC-16,744.54,.29
06-DEC-16,744.52,.29
07-DEC-16,744.52,.29
09-DEC-16,744.51,.29
10-DEC-16,744.51,.29
11-DEC-16,744.51,.29
12-DEC-16,744.5,.29
13-DEC-16,744.5,.29
14-DEC-16,744.5,.29
16-DEC-16,744.48,.29
17-DEC-16,744.48,.29
18-DEC-16,744.46,.29
19-DEC-16,744.46,.29
20-DEC-16,744.46,.29
21-DEC-16,744.45,.29
23-DEC-16,744.45,.29
24-DEC-16,744.43,.29
25-DEC-16,744.42,.29
26-DEC-16,744.4,.29
27-DEC-16,744.39,.29
28-DEC-16,744.39,.29
29-DEC-16,744.39,.29
30-DEC-16,744.37,.29
31-DEC-16,744.37,.29
01-JAN-17,744.37,.29
02-JAN-17,744.36,.29
03-JAN-17,744.36,.29
04-JAN-17,744.36,.29
06-JAN-17,744.26,.29
07-JAN-17,744.17,.29
08-JAN-17,744.07,.28
09-JAN-17,743.98,.28
10-JAN-17,743.89,.28
11-JAN-17,743.77,.28
13-JAN-17,743.52,.27
14-JAN-17,743.4,.27
15-JAN-17,743.27,.27
16-JAN-17,743.15,.27
17-JAN-17,743,.27
18-JAN-17,742.98,.27
20-JAN-17,742.97,.26
21-JAN-17,742.97,.26
22-JAN-17,742.97,.26
23-JAN-17,742.96,.26
24-JAN-17,742.96,.26
25-JAN-17,742.96,.26
27-JAN-17,742.94,.26
28-JAN-17,742.94,.26
29-JAN-17,742.92,.26
30-JAN-17,742.92,.26
31-JAN-17,742.92,.26
01-FEB-17,742.91,.26
02-FEB-17,742.91,.26
03-FEB-17,742.91,.26
04-FEB-17,742.89,.26
05-FEB-17,742.89,.26
06-FEB-17,742.89,.26
07-FEB-17,742.78,.26
08-FEB-17,742.79,.26
09-FEB-17,742.68,.26
10-FEB-17,742.68,.26
11-FEB-17,742.47,.25
12-FEB-17,742.36,.25
13-FEB-17,742.21,.25
14-FEB-17,742,.25
15-FEB-17,741.78,.24
16-FEB-17,741.63,.24
17-FEB-17,741.51,.24
18-FEB-17,741.38,.24
19-FEB-17,741.26,.23
20-FEB-17,741.11,.23
21-FEB-17,740.99,.23
22-FEB-17,740.87,.23
23-FEB-17,740.75,.23
24-FEB-17,740.62,.22
25-FEB-17,740.5,.22
26-FEB-17,740.35,.22
27-FEB-17,740.21,.22
28-FEB-17,740.06,.22
01-MAR-17,739.91,.21
02-MAR-17,739.79,.21
03-MAR-17,739.67,.21
04-MAR-17,739.54,.21
05-MAR-17,739.39,.21
06-MAR-17,739.24,.2
07-MAR-17,739.07,.2
08-MAR-17,738.92,.2
09-MAR-17,738.77,.2
10-MAR-17,738.61,.2
11-MAR-17,738.46,.19
12-MAR-17,738.31,.19
13-MAR-17,738.15,.19
14-MAR-17,737.99,.19
15-MAR-17,737.84,.19
16-MAR-17,737.69,.18
17-MAR-17,737.51,.18
18-MAR-17,737.33,.18
19-MAR-17,737.18,.18
20-MAR-17,737.03,.18
24-MAR-17,736.42,.17
25-MAR-17,736.26,.17
26-MAR-17,736.11,.17
27-MAR-17,735.93,.17
28-MAR-17,735.75,.16
29-MAR-17,735.57,.16
30-MAR-17,735.38,.16
31-MAR-17,735.19,.16
01-APR-17,735,.15
02-APR-17,734.82,.15
03-APR-17,734.63,.15
04-APR-17,734.45,.15
05-APR-17,734.27,.15
07-APR-17,733.9,.14
08-APR-17,733.72,.14
09-APR-17,733.53,.14
10-APR-17,733.53,.14
11-APR-17,733.08,.14
12-APR-17,732.49,.14
14-APR-17,732.5,.13
15-APR-17,732.29,.13
16-APR-17,732.04,.13
17-APR-17,731.8,.13
18-APR-17,731.59,.12
19-APR-17,731.35,.12
20-APR-17,731.13,.12
21-APR-17,730.9,.12
22-APR-17,730.67,.12
23-APR-17,730.44,.12
24-APR-17,730.23,.11
25-APR-17,730.02,.11
26-APR-17,729.81,.11
28-APR-17,729.38,.11
29-APR-17,729.16,.1
30-APR-17,728.75,.1
01-MAY-17,728.72,.1
02-MAY-17,728.44,.1
03-MAY-17,728.18,.1
04-MAY-17,727.9,.1
05-MAY-17,727.64,.09
06-MAY-17,727.36,.09
07-MAY-17,727.1,.09
08-MAY-17,726.83,.09
09-MAY-17,726.56,.09
10-MAY-17,726.29,.08
11-MAY-17,726.01,.08
12-MAY-17,725.72,.08
13-MAY-17,725.44,.08
14-MAY-17,725.14,.08
15-MAY-17,724.82,.07
16-MAY-17,724.52,.07
17-MAY-17,724.2,.07
18-MAY-17,723.89,.07
19-MAY-17,723.54,.07
20-MAY-17,723.2,.07
21-MAY-17,722.87,.06
22-MAY-17,722.53,.06
23-MAY-17,722.2,.06
24-MAY-17,721.87,.06
25-MAY-17,721.47,.06
26-MAY-17,721.13,.06
27-MAY-17,720.8,.05
28-MAY-17,720.31,.05
29-MAY-17,719.79,.05
30-MAY-17,719.25,.05
31-MAY-17,718.78,.05
02-JUN-17,717.93,.04
03-JUN-17,717.5,.04
04-JUN-17,717.32,.04
05-JUN-17,716.92,.04
06-JUN-17,716.53,.04
07-JUN-17,716.15,.03
08-JUN-17,716.11,.03
09-JUN-17,716.11,.03
10-JUN-17,716.11,.03
11-JUN-17,716.11,.03
12-JUN-17,716.12,.03
13-JUN-17,716.16,.03
14-JUN-17,716.16,.03
15-JUN-17,716.16,.03
16-JUN-17,716.16,.03
17-JUN-17,716.24,.04
18-JUN-17,716.24,.04
19-JUN-17,716.31,.04
20-JUN-17,716.35,.04
21-JUN-17,716.6,.04
22-JUN-17,716.75,.04
23-JUN-17,716.82,.04
24-JUN-17,717.14,.04
25-JUN-17,719.21,.05
26-JUN-17,719.33,.05
27-JUN-17,719.4,.05
28-JUN-17,719.21,.05
29-JUN-17,720.77,.05
30-JUN-17,721.28,.06
01-JUL-17,725.15,.08
02-JUL-17,726.62,.09
03-JUL-17,728.84,.1
04-JUL-17,729.91,.11
05-JUL-17,730.55,.12
06-JUL-17,730.92,.12
07-JUL-17,731.22,.12
08-JUL-17,731.62,.12
09-JUL-17,731.92,.13
10-JUL-17,732.07,.13
11-JUL-17,732.14,.13
12-JUL-17,732.2,.13
13-JUL-17,732.41,.13
14-JUL-17,733.32,.14
15-JUL-17,735.67,.16
16-JUL-17,736.89,.18
17-JUL-17,737.63,.18
18-JUL-17,738.3,.19
19-JUL-17,738.72,.2
20-JUL-17,738.91,.2
21-JUL-17,739.88,.21
22-JUL-17,741.88,.23
23-JUL-17,742.68,.26
24-JUL-17,743.84,.28
25-JUL-17,744.12,.28
26-JUL-17,744.12,.28
27-JUL-17,744.12,.28
28-JUL-17,744.12,.28
29-JUL-17,744.12,.28
30-JUL-17,744.12,.28
31-JUL-17,744.12,.28
01-AUG-17,744.12,.28
02-AUG-17,744.12,.28
03-AUG-17,744.12,.28
04-AUG-17,744.12,.28
05-AUG-17,744.12,.28
06-AUG-17,744.12,.28
07-AUG-17,744.12,.28
08-AUG-17,744.12,.28
09-AUG-17,744.06,.28
10-AUG-17,743.98,.28
11-AUG-17,743.93,.28
12-AUG-17,743.99,.28
13-AUG-17,744.08,.28
14-AUG-17,744.17,.29
15-AUG-17,744.3,.29
16-AUG-17,744.23,.29
17-AUG-17,744.22,.29
18-AUG-17,744.19,.29
19-AUG-17,744.19,.29
20-AUG-17,744.26,.29
21-AUG-17,744.6,.3
22-AUG-17,744.71,.3
23-AUG-17,744.73,.3
24-AUG-17,744.73,.3
07-SEP-17,744.7,.303
14-SEP-17,744.73,.304
21-SEP-17,744.73,.304
27-SEP-17,744.73,.304
04-OCT-17,744.73,.304
12-OCT-17,744,.304
18-OCT-17,744.73,.304
24-OCT-17,744.73,.304
02-NOV-17,744.73,.304
09-NOV-17,744.73,.304
15-NOV-17,744.7,.303
23-NOV-17,744.67,.303
29-NOV-17,744.61,.302
05-DEC-17,744.59,.301
13-DEC-17,744.55,.3
21-DEC-17,744.51,.299
31-DEC-17,743.63,.279
31-JAN-18,743.63,.279
08-FEB-18,742.68,.263
15-FEB-18,741.86,.248
22-FEB-18,741.83,.248
28-FEB-18,741.8,.247
07-MAR-18,741.39,.241
15-MAR-18,740.28,.224
22-MAR-18,739.27,.209
28-MAR-18,738.27,.196
05-APR-18,736.7,.179
12-APR-18,735.4,.164
19-APR-18,734.03,.151
25-APR-18,732.76,.139
03-MAY-18,730.81,.124
09-MAY-18,729.42,.111
16-MAY-18,727.67,.098
23-MAY-18,725.67,.085
31-MAY-18,725.2,.082
06-JUN-18,725.23,.082
14-JUN-18,725.56,.084
20-JUN-18,725.62,.085
28-JUN-18,727.74,.099
04-JUL-18,727.57,.098
11-JUL-18,730.58,.122
18-JUL-18,742.95,.235
25-JUL-18,742.22,.254
01-AUG-18,742.28,.255
08-AUG-18,742.98,.269
14-AUG-18,744.65,.302
23-AUG-18,744.73,.304
30-AUG-18,744.73,.304
06-SEP-18,744.73,.304
12-SEP-18,744.71,.304
19-SEP-18,744.72,.304
27-SEP-18,744.73,.304
04-OCT-18,744.73,.304
11-OCT-18,744.33,.294
17-OCT-18,743.64,.279
24-OCT-18,742.79,.265
31-OCT-18,738.13,.194
15-NOV-18,731.38,.128
22-NOV-18,731.11,.126
28-NOV-18,731.08,.126
06-DEC-18,731.04,.125
13-DEC-18,731.01,.125
20-DEC-18,730.97,.125
10-JAN-19,730.81,.124
17-JAN-19,730.78,.123
24-JAN-19,730.75,.123
31-JAN-19,730.71,.123
07-FEB-19,730.67,.123
14-FEB-19,730.65,.122
21-FEB-19,729.78,.115
07-MAR-19,726.07,.088
02-MAY-19,714.46,.033
09-MAY-19,711.11,.022
